id,EAP,HPL,MWS
id14953,0.0339877,0.925897,0.0401451
id04083,0.735702,0.0353624,0.228966
id00773,0.0548842,0.841964,0.103181
id24585,0.0406796,0.0134043,0.945946
id01362,0.337505,0.0519028,0.610622
id04514,0.511621,0.424878,0.0635312
id19075,0.84374,0.100094,0.056195
id06283,0.854615,0.0654436,0.0799717
id19848,0.00630005,0.973364,0.0203656
id02566,0.104382,0.566407,0.329241
id26973,0.611238,0.017456,0.371336
id09333,0.0838834,0.0815948,0.834552
id21745,0.0866091,0.223967,0.689454
id27167,0.395245,0.474965,0.129821
id08481,0.358853,0.485641,0.155536
id19456,0.370864,0.558275,0.0708915
id01495,0.556098,0.325612,0.11832
id15069,0.03625,0.0690252,0.894755
id18174,0.04668,0.0964615,0.856888
id14450,0.0382467,0.531982,0.429801
id04149,0.138456,0.799491,0.0620836
id10972,0.0623373,0.029728,0.907965
id05547,0.00681634,0.944256,0.0489577
id17670,0.144689,0.415338,0.440003
id04740,0.488043,0.0496962,0.46229
id24842,0.0522932,0.0217592,0.925978
id26895,0.0131141,0.0115387,0.975377
id15591,0.953125,0.00533712,0.041568
id20895,0.608324,0.331872,0.0598343
id11532,0.0953356,0.185327,0.719368
id16516,0.0371416,0.00452704,0.958361
id14940,0.674157,0.278588,0.0472855
id17152,0.956682,0.0285072,0.0148407
id12870,0.143933,0.782537,0.0735601
id17405,0.883389,0.051417,0.0652246
id22274,0.00454634,0.994352,0.00113167
id08337,0.142036,0.044398,0.813596
id19549,0.815072,0.127575,0.0573832
id19195,0.88724,0.0701794,0.0426107
id11564,0.868182,0.117324,0.0145241
id26771,0.000615416,0.76688,0.232534
id24955,0.268385,0.687603,0.0440427
id22140,0.978203,0.0030365,0.0187905
id19920,0.634157,0.050552,0.315321
id09807,0.0359343,0.245333,0.718763
id27426,0.747701,0.119132,0.133197
id22006,0.847023,0.0150816,0.137926
id10604,0.778346,0.0385145,0.18317
id11017,0.506379,0.451132,0.0425194
id14335,0.333167,0.00963357,0.65723
id08707,0.51026,0.142042,0.347729
id15869,0.0949668,0.192412,0.712651
id20593,0.712548,0.113437,0.174044
id07428,0.921855,0.0698466,0.00832795
id11527,0.137276,0.00131954,0.861435
id14901,0.796186,0.034695,0.169149
id19733,0.805469,0.0511,0.143461
id24677,0.132103,0.647687,0.220239
id26656,0.000764894,0.000280496,0.998985
id11707,0.827724,0.114932,0.0573741
id26218,0.0575116,0.905078,0.03744
id19262,0.00691985,0.047281,0.945829
id24905,0.151459,0.74825,0.100321
id09170,0.955863,0.012928,0.0312388
id05772,0.241809,0.119,0.639222
id25405,0.0943413,0.0112954,0.894393
id18491,0.0985582,0.124201,0.77727
id07780,0.805923,0.155484,0.0386237
id01689,0.419447,0.0821661,0.498417
id17498,0.0482042,0.0226379,0.929188
id19964,0.903316,0.0822995,0.014414
id14525,0.0020875,0.000304747,0.997638
id26363,0.00604883,0.0169417,0.97704
id07108,0.447091,0.0992629,0.453676
id11692,0.646915,0.06173,0.291385
id10891,0.0399568,0.120601,0.839472
id16743,0.180976,0.610463,0.208591
id11556,0.737408,0.178217,0.0844049
id09116,0.730841,0.149171,0.120018
id24015,0.173825,0.307193,0.519012
id00347,0.197692,0.213948,0.58839
id06284,0.079031,0.0411063,0.879893
id18794,0.11133,0.716696,0.172003
id10702,0.0149359,0.950742,0.0343523
id19239,0.280152,0.0214186,0.69846
id26016,0.560357,0.156823,0.28285
id26227,0.562812,0.0481884,0.38903
id05367,0.243499,0.616284,0.140247
id09568,0.056096,0.00230601,0.941628
id04660,0.98048,0.0148639,0.00468598
id04744,0.617894,0.30375,0.0783862
id07251,0.359104,0.344695,0.296231
id25977,0.133398,0.708389,0.158243
id06244,0.0319592,0.101535,0.866536
id24560,0.726219,0.232901,0.0409102
id05091,0.429586,0.262259,0.308185
id27248,0.300868,0.103703,0.595459
id12528,0.248598,0.49182,0.259612
id27322,0.418018,0.352185,0.229827
id27213,0.0647406,0.0356483,0.899641
id18588,0.995436,0.000300654,0.00429317
id14485,0.0946461,0.30942,0.595964
id27475,0.327017,0.33647,0.336543
id02280,0.0383949,0.612643,0.348992
id24083,0.0151164,0.904701,0.0802128
id02321,0.00441568,0.00520039,0.990414
id10299,0.0105614,0.000466508,0.989002
id27680,0.927591,0.068108,0.00433119
id17607,0.105753,0.48864,0.405637
id06661,0.125491,0.503619,0.37092
id23860,0.755395,0.0669521,0.177683
id26850,0.0568108,0.66384,0.279379
id16484,0.485388,0.0865994,0.428042
id15302,0.604555,0.130242,0.265233
id21138,0.978282,0.0200506,0.00169718
id02525,0.27723,0.165389,0.557411
id12608,0.0192314,0.958478,0.0223207
id23863,0.350204,0.00182364,0.648002
id01755,0.355052,0.0184786,0.626499
id10567,0.827051,0.0849,0.0880794
id08445,0.524043,0.0747327,0.401254
id18146,0.0844806,0.0390381,0.876511
id22263,0.10782,0.00069522,0.891515
id13537,0.018927,0.00204304,0.97906
id19985,0.22162,0.0103051,0.768104
id08053,0.412416,0.0689293,0.518685
id18959,0.048408,0.897836,0.053786
id06641,0.0763684,0.897325,0.0263367
id27291,0.0696973,0.668025,0.262308
id16124,0.402831,0.0500104,0.547188
id18221,0.257019,0.115,0.628011
id25670,0.420057,0.430322,0.149651
id18472,0.77137,0.0495842,0.179076
id10302,0.779589,0.00395548,0.216486
id07721,0.0989656,0.870083,0.0309813
id22148,0.00792684,0.0075508,0.984552
id04724,0.0702764,0.81533,0.114424
id03980,0.710227,0.229334,0.0604684
id11982,0.876229,0.0553568,0.0684441
id05566,0.105894,0.877544,0.0165922
id13235,0.46471,0.269514,0.265806
id24524,0.863944,0.0235686,0.112518
id26783,0.132578,0.0174571,0.849995
id02220,0.099325,0.793877,0.106828
id17163,0.925174,0.0120932,0.0627625
id21903,0.562167,0.0460544,0.391808
id13350,0.0121965,0.0309626,0.956871
id07036,0.812179,0.0339709,0.15388
id09150,0.983677,0.00194489,0.0144083
id22042,0.051084,0.0681173,0.880829
id19562,0.981242,0.0107014,0.00808701
id05125,0.623206,0.278958,0.0978664
id19462,0.968852,0.0209294,0.0102487
id02265,0.587163,0.312972,0.099895
id11769,0.282118,0.581993,0.135919
id19021,0.982567,0.00400385,0.0134591
id06166,0.927296,0.0298039,0.0429305
id26800,0.984435,0.00542756,0.0101675
id21422,0.0151755,0.001162,0.983692
id13116,0.802969,0.164427,0.0326347
id05996,0.662977,0.150628,0.186425
id23318,0.769859,0.188522,0.0416495
id20725,0.136171,0.146662,0.717197
id09210,0.951403,0.000517407,0.0481094
id25842,0.183625,0.0432803,0.773125
id00767,0.665665,0.225421,0.108944
id05036,0.173176,0.65084,0.176014
id14853,0.102232,0.0282586,0.86954
id16946,0.0301128,0.011027,0.95889
id26804,0.300393,0.584648,0.114989
id24061,0.373709,0.372245,0.254075
id19861,0.965747,0.0251742,0.0091088
id18210,0.677958,0.0517406,0.270332
id24313,0.424962,0.0010629,0.574005
id15960,0.107186,0.65483,0.238014
id14037,0.722266,0.156507,0.121257
id17785,0.0574425,0.0698898,0.872698
id19362,0.10584,0.0593608,0.83483
id10372,0.694951,0.2268,0.0782787
id03061,0.723443,0.207597,0.06899
id27583,0.076321,0.144253,0.779456
id22055,0.63595,0.0461034,0.317977
id07920,0.0464464,0.931196,0.0223881
id16813,0.418413,0.00442842,0.577188
id03088,0.179977,0.478777,0.341276
id03026,0.107395,0.832526,0.060109
id09934,0.727641,0.206096,0.0662934
id21452,0.980097,0.000877352,0.0190558
id05576,0.226998,0.617548,0.155484
id22391,0.298833,0.10672,0.594477
id10554,0.463135,0.174499,0.362396
id03291,0.335186,0.310546,0.354298
id23280,0.860652,0.0178548,0.121523
id17777,0.00617179,0.00322671,0.990632
id24574,0.444408,0.405373,0.15025
id05459,0.355952,0.210292,0.433786
id02724,0.0191859,0.0215165,0.959328
id27678,0.692484,0.0808948,0.226651
id21722,0.0846815,0.823594,0.0917545
id18139,0.926112,0.0524437,0.0214738
id16264,0.084998,0.889667,0.0253651
id14537,0.789645,0.104254,0.10613
id18814,0.749617,0.0611378,0.189275
id08331,0.517584,0.44391,0.0385355
id03963,0.848821,0.0587236,0.0924852
id07558,0.969887,0.00124994,0.0288927
id26275,0.92764,0.00238808,0.0700021
id26188,0.201435,0.756076,0.0425193
id06789,0.125179,0.060544,0.814307
id21788,0.657272,0.196431,0.146327
id13972,0.935962,0.024073,0.0399947
id08643,0.457971,0.259265,0.282794
id09642,0.0554662,0.849813,0.0947511
id14054,0.33667,0.160691,0.50267
id12216,0.31229,0.0273341,0.660406
id09211,0.629048,0.315398,0.0555834
id16903,0.0205279,0.955983,0.0235195
id18976,0.069708,0.457797,0.472525
id01861,0.936703,0.0300619,0.0332654
id22745,0.230039,0.5572,0.212791
id03560,0.566743,0.384576,0.0487116
id17799,0.954298,0.0233326,0.0223997
id12387,0.155249,0.526353,0.318427
id09450,0.806995,0.018549,0.174486
id18088,0.0830097,0.0382858,0.878735
id21697,0.653035,0.0815279,0.265468
id26128,0.128249,0.813766,0.0580153
id27462,0.108233,0.0910505,0.800746
id19394,0.889127,0.0747033,0.0361999
id19929,0.260819,0.516717,0.222494
id16056,0.0599823,0.68001,0.260038
id08756,0.335602,0.0139548,0.650473
id09203,0.00871862,0.936806,0.0545055
id14098,0.982811,0.0149765,0.00224254
id24641,0.736753,0.0980416,0.165236
id24507,0.00474349,0.95115,0.0441362
id20161,0.958139,0.0391673,0.00272404
id11710,0.0107482,0.0007987,0.988483
id15751,0.508753,0.136091,0.355186
id06617,0.22701,0.0073066,0.765714
id19131,0.808972,0.0475215,0.143537
id02796,0.369602,0.452166,0.178262
id15575,0.303616,0.536297,0.160117
id21828,0.994052,8.1206e-05,0.00589673
id15093,0.308536,0.537484,0.15401
id27867,0.496929,0.0064666,0.496634
id19315,0.234398,0.216436,0.549196
id19398,0.23292,0.766734,0.000376604
id01572,0.00148785,0.981976,0.0165666
id09781,0.438532,0.281506,0.279993
id19278,0.667906,0.201218,0.130905
id11852,0.00951948,0.0115097,0.979001
id07067,0.174954,0.131583,0.693492
id08550,0.217713,0.707395,0.0749219
id02634,0.958867,0.0218569,0.0193062
id02449,0.336905,0.336443,0.326683
id10359,0.587114,0.2256,0.187315
id00217,0.322278,0.592326,0.0854257
id20848,0.0154,0.980507,0.00412324
id20229,0.333519,0.615321,0.0511902
id02211,0.3691,0.295867,0.335064
id08435,0.0954406,0.849247,0.0553429
id23681,0.404837,0.158108,0.437085
id00571,0.483356,0.0926641,0.42401
id16280,0.00626229,0.00475689,0.989011
id15022,0.813892,0.109694,0.0764444
id08040,0.0816456,0.552903,0.365481
id18087,0.956467,0.0297354,0.0138278
id11280,0.494467,0.415165,0.0903975
id21543,0.665352,0.282196,0.0524825
id00245,0.583356,0.0151985,0.401475
id13745,0.0283631,0.000257535,0.971409
id15734,0.840988,0.122333,0.0367088
id22572,0.0254543,0.941583,0.0329932
id12741,0.149243,0.0148502,0.835937
id16477,0.377371,0.406145,0.216514
id26261,0.0185964,0.26013,0.721303
id15867,0.4047,0.236914,0.358416
id10479,0.788035,0.0118008,0.200194
id17736,0.172015,0.00598341,0.822031
id17768,0.0451427,0.149812,0.805075
id14172,0.319104,0.0945445,0.586382
id01972,0.0495376,0.0421832,0.908309
id10962,0.976893,0.0124498,0.0106874
id16692,0.357467,0.560359,0.0822041
id25471,0.0560061,0.913691,0.030333
id05603,0.0930974,0.871468,0.0354646
id15340,0.988274,0.000193029,0.0115633
id22971,0.816554,0.0833493,0.100127
id06765,8.42367e-05,0.999799,0.000146305
id19864,0.8595,0.074305,0.0662253
id15834,0.364528,0.363837,0.271665
id17395,0.144393,0.233273,0.622363
id02585,0.114602,0.605988,0.27944
id13154,0.442197,0.128932,0.428901
id12972,0.30859,0.315814,0.375626
id11103,0.922946,0.0364581,0.0406264
id26062,0.250506,0.337237,0.412287
id07339,0.996565,0.00302779,0.000436846
id06096,0.919142,0.042605,0.0382828
id22945,0.82382,0.0954692,0.0807405
id10058,0.988603,0.0049955,0.00643165
id06435,0.983844,0.00835681,0.00782873
id12636,0.104216,0.0224676,0.873347
id25423,0.00343816,0.000288777,0.996303
id12990,0.0250665,0.680864,0.294099
id24106,0.0736985,0.12405,0.802281
id14481,0.10865,0.800308,0.0910726
id03617,0.0832981,0.0056901,0.911042
id26055,0.770769,0.123627,0.105635
id23712,0.771707,0.000560389,0.227763
id19441,0.0936592,0.895951,0.0104201
id17042,0.701138,0.0648057,0.234086
id09018,0.0463745,0.951265,0.00239048
id08879,0.00145928,0.997569,0.00100147
id10841,0.000109891,0.999466,0.000454194
id04776,0.0242206,0.947616,0.0281933
id26526,0.0441391,0.0873007,0.86859
id14181,0.0966897,0.843093,0.0602468
id18396,0.348374,0.155247,0.496409
id05585,0.0437727,0.952231,0.00402623
id11546,0.40652,0.0392453,0.554265
id08027,0.167726,0.578173,0.254131
id00659,0.170416,0.292321,0.537293
id10937,0.100578,0.760351,0.139102
id01898,0.01877,0.918172,0.0630884
id23695,0.0116166,0.00336981,0.985044
id07856,0.252472,0.589708,0.15785
id25233,0.605981,0.0454347,0.348614
id24052,0.629294,0.185569,0.185167
id01698,0.182452,0.790228,0.0273507
id01356,0.257455,0.656493,0.0860821
id10430,0.668323,0.296289,0.0354179
id04778,0.0891219,0.0979863,0.812922
id24707,0.273164,0.562403,0.164463
id04539,0.0132193,0.00202567,0.984785
id20011,0.941335,0.007867,0.050828
id09950,0.136806,0.803025,0.0601988
id14397,0.900496,0.0641152,0.0354189
id04457,0.096985,0.817056,0.0859889
id19469,0.256117,0.636449,0.107464
id24230,0.304015,0.350503,0.345511
id16719,0.947275,0.0405533,0.0122013
id20183,0.122018,0.759897,0.118115
id24531,0.370013,0.0269337,0.603084
id04934,0.878886,0.0200687,0.101076
id17230,0.387338,0.0953572,0.517335
id07561,0.99111,0.00165245,0.00726742
id12282,0.576325,0.349608,0.0740973
id14992,0.348655,0.308296,0.343079
id02934,0.548902,0.321776,0.129351
id00189,0.771171,0.189552,0.0393066
id27941,0.100272,0.835488,0.0642702
id14642,0.0830242,0.697515,0.219491
id23445,0.833335,0.0318625,0.134833
id21603,0.31533,0.00498603,0.679714
id21046,0.00155797,0.991715,0.00675656
id02264,0.161633,0.528316,0.31008
id00409,0.986775,0.00316033,0.0100947
id00351,0.92539,0.0141086,0.0605316
id14362,0.00165591,0.994767,0.00360706
id20757,0.236911,0.320402,0.442717
id22764,0.777564,0.210615,0.0118502
id19264,0.0175155,0.0294392,0.953075
id04506,0.861789,0.0676358,0.0706047
id18505,0.75085,0.206031,0.0431496
id27354,0.17604,0.0677235,0.756267
id22410,0.829448,0.104402,0.0661803
id14241,0.141853,0.806083,0.0520942
id18785,0.128103,0.391596,0.480331
id16649,0.173407,0.613018,0.213605
id16386,0.129813,0.804431,0.0657854
id09051,0.337432,0.0710939,0.591504
id22296,0.42953,0.290766,0.279734
id08584,0.919878,0.0613779,0.0187744
id22219,0.0259868,0.0325929,0.94145
id18790,0.00217556,0.994066,0.00378801
id10922,0.28773,0.417309,0.29499
id15002,0.959172,0.0152693,0.0255886
id24862,0.132263,0.720131,0.147635
id25845,0.603751,0.254165,0.142114
id17586,0.301086,0.505484,0.19346
id09390,0.0315163,0.0771555,0.891358
id20069,0.766817,0.132229,0.100983
id05953,0.106544,0.835327,0.0581598
id15583,0.0311003,0.946129,0.0228008
id03482,0.309176,0.0340074,0.656847
id06243,0.0637508,0.686548,0.249732
id01116,0.0564566,0.257996,0.685578
id17530,0.0211876,0.954742,0.0241004
id07552,0.133091,0.125304,0.741635
id03131,0.0729372,0.837691,0.0894015
id23142,0.00826726,0.0287582,0.963005
id05540,0.518346,0.247289,0.234395
id06292,0.544786,0.103476,0.351768
id26506,0.791022,0.0108286,0.198179
id19068,0.0487316,0.0209784,0.93032
id21782,0.241704,0.0592331,0.699093
id24563,0.0292555,0.908469,0.0623056
id21986,0.500651,0.321916,0.177464
id04967,0.0938254,0.00127827,0.904926
id11760,0.518002,0.00333931,0.478688
id02483,0.529545,0.20329,0.267196
id15791,0.0159905,0.0135356,0.970504
id14256,0.201692,0.0606136,0.737725
id18328,0.861053,0.0537882,0.0851888
id06213,0.0256038,0.919742,0.0546844
id00772,0.705356,0.292684,0.00198989
id01113,0.938816,0.013286,0.0479279
id03972,0.80267,0.145266,0.0520939
id25386,0.0807519,0.712289,0.206989
id09156,0.530936,0.0342369,0.434857
id22624,0.853644,0.0360547,0.110331
id17789,0.0120838,0.924747,0.0631993
id09039,0.153984,0.611464,0.234582
id20538,0.298429,0.121953,0.579648
id05501,0.147912,0.0171585,0.834959
id27641,0.749243,0.00018339,0.250603
id05965,0.117645,0.149887,0.732497
id23431,0.356064,0.252144,0.391822
id13075,0.272716,0.112937,0.614376
id26190,0.0690372,0.00137093,0.929622
id12196,0.652263,0.0809951,0.266772
id21318,0.0916351,0.829901,0.0784943
id11277,0.268475,0.599294,0.132261
id07193,0.952105,0.0156704,0.0322549
id17105,0.161614,0.447974,0.390442
id18263,0.860303,0.0858741,0.053853
id22875,0.292706,0.208268,0.499056
id07157,0.03787,0.00240688,0.959753
id15051,0.223262,0.322115,0.454653
id08871,0.157911,0.188913,0.653206
id17036,0.0640036,0.220369,0.715657
id02783,0.0108691,0.126083,0.863078
id26418,0.582719,0.0442256,0.373085
id15748,0.529317,0.139311,0.331402
id00820,0.200332,0.656802,0.142896
id27695,0.020005,0.866782,0.113243
id27286,0.52906,0.365492,0.105477
id11680,0.0219501,0.449044,0.529036
id01070,0.186605,0.162812,0.650614
id18486,0.0223003,0.007635,0.970095
id12389,0.0991919,0.7986,0.102239
id12544,0.0024299,0.995671,0.00192876
id04692,0.610006,0.0417806,0.348243
id17342,0.754647,0.00454049,0.240843
id09640,0.227072,0.090774,0.682184
id24300,0.00396648,0.00565682,0.990407
id13725,0.786255,0.0482462,0.165528
id22633,0.749201,0.240326,0.0105037
id16653,0.848854,0.0106103,0.140565
id00184,0.354739,0.502776,0.142515
id23872,0.988676,0.00494806,0.00640608
id05095,0.945082,0.0119898,0.0429579
id05757,0.0559239,0.0275908,0.916515
id26883,0.964579,0.0307755,0.00467534
id01868,0.450193,0.263016,0.286821
id13053,0.11422,0.00353506,0.882275
id24443,0.635414,0.0544643,0.310152
id12795,1.50097e-05,1.0,1.33758e-05
id05298,0.146193,0.000346236,0.853491
id07560,0.317059,0.0308297,0.652142
id10281,0.201115,0.0151257,0.783789
id07254,0.694573,0.0390534,0.266404
id00837,0.149314,0.379198,0.471518
id04534,0.0801971,0.532203,0.38763
id16716,0.910733,0.0033828,0.0859146
id04057,0.253845,0.0231554,0.72303
id14988,0.719764,0.0821616,0.198105
id05353,0.1668,0.272244,0.560986
id21250,0.992156,0.00634351,0.00153059
id25963,0.0560476,0.873218,0.0707645
id10370,0.0751365,0.0284252,0.896468
id26934,0.865084,0.0615047,0.0734416
id07649,0.146328,0.129702,0.724001
id21169,0.902492,0.0205528,0.0769848
id25824,0.840154,0.0456271,0.114249
id01154,0.369791,0.449109,0.181129
id02523,0.521649,0.000837172,0.477544
id07677,0.882412,0.078905,0.038713
id24447,0.121107,0.0155266,0.863396
id23036,0.0406248,0.00850062,0.950905
id05424,0.506203,0.413235,0.0805916
id18807,0.127668,0.107878,0.764484
id05894,0.041954,0.644809,0.313267
id08494,0.0846195,0.711204,0.204207
id17181,0.0191398,0.00072999,0.98016
id24037,0.00686619,0.982686,0.0104781
id22495,0.694442,0.261579,0.0440095
id21717,0.277131,0.703784,0.0191154
id00477,0.0313082,0.707064,0.261658
id03167,0.0284554,0.0941805,0.877394
id08783,0.191279,0.483583,0.325168
id11954,0.933199,0.00740883,0.0594218
id03029,0.793101,0.048293,0.158636
id16359,0.50306,0.271267,0.225703
id02984,0.685694,0.27124,0.0430962
id24559,0.74066,0.220783,0.0385862
id26880,0.0111208,0.0170076,0.971902
id00656,0.530524,0.0331153,0.436391
id07825,0.123262,0.695448,0.18132
id16525,0.0959997,0.884528,0.019502
id08849,0.99682,0.00129062,0.00191922
id09260,0.446557,0.348052,0.205421
id22233,0.428639,0.241756,0.329635
id12191,0.0640347,0.466696,0.469299
id15505,0.0506559,0.858689,0.0906852
id15882,0.702655,0.0194887,0.277886
id10569,0.155216,0.0157801,0.829034
id26059,0.858791,0.133848,0.00739065
id13055,0.295618,0.00103677,0.703375
id05388,0.9224,0.0656891,0.0119411
id25199,0.0120772,0.948322,0.039631
id11813,0.276809,0.0375007,0.68572
id14866,0.930056,0.0209521,0.049022
id22247,0.334152,0.00302056,0.662858
id08196,0.472442,0.332842,0.194745
id27246,0.0711067,0.902831,0.0260918
id21926,0.000352827,0.000897911,0.998779
id01930,0.245947,0.0110992,0.742983
id26406,0.278222,0.354349,0.367459
id07760,0.295626,0.663456,0.0409474
id24815,0.517892,0.0946144,0.387524
id22063,0.686666,0.178096,0.135269
id21513,0.0123919,0.828452,0.159186
id04006,0.841475,0.0254564,0.133098
id06177,0.339925,0.563355,0.0967502
id24010,0.889817,0.051958,0.0582553
id16402,0.0366925,0.0638193,0.899518
id23894,0.788033,0.200696,0.0113002
id18867,0.904005,0.0600757,0.0359495
id01691,0.0191612,0.97289,0.00797889
id11818,0.121831,0.346896,0.531303
id18481,0.0322547,0.815787,0.151988
id20137,0.827417,0.0167875,0.155825
id14630,0.106426,0.448121,0.445483
id03058,0.232867,0.530221,0.236942
id27857,0.466421,0.401808,0.131801
id19345,0.0477494,0.936349,0.015932
id12726,0.00181375,0.00653356,0.991683
id06015,0.0079915,0.0722383,0.9198
id26548,0.0945242,0.229762,0.675744
id20284,0.197479,0.100537,0.702014
id17912,0.63766,0.0451937,0.317176
id10287,0.931847,0.0284309,0.0397521
id03604,0.0182392,0.937174,0.0446171
id07423,0.310676,0.532729,0.156625
id01484,0.148948,0.642161,0.208921
id16904,0.611608,0.214157,0.174265
id13187,0.0150177,0.0346625,0.95035
id08507,0.0122883,0.982133,0.00560913
id09599,0.972201,0.0214861,0.00634311
id20460,0.0575363,0.695409,0.247085
id23743,0.0191852,0.975438,0.00540674
id13914,5.81954e-05,0.999959,1.33464e-05
id23108,0.985303,0.010266,0.00446122
id20111,0.936455,0.0433392,0.0202354
id00300,0.0755354,0.786512,0.137983
id25970,0.448254,0.405534,0.146241
id24588,0.065734,0.00936729,0.924929
id04799,0.885222,0.0680136,0.046794
id19685,0.115762,0.270656,0.613612
id00628,0.00777283,0.00403975,0.988218
id10632,0.430778,0.10653,0.462722
id24894,0.0751655,0.890837,0.0340273
id06843,0.571847,0.414882,0.0133015
id16211,0.503317,0.348258,0.148455
id10730,0.158015,0.817518,0.0244968
id06399,0.441366,0.350762,0.207902
id25138,0.913815,0.0602382,0.0259767
id04372,0.251656,0.286951,0.461423
id01057,0.264526,0.0331151,0.702389
id07505,0.482038,0.490764,0.0272281
id17331,0.878236,0.0615368,0.060257
id11306,0.299222,0.329245,0.371563
id07490,0.0153304,0.975379,0.00932036
id00721,0.13082,0.480193,0.389017
id07538,0.569253,0.109314,0.321463
id11289,0.380617,0.0405794,0.578834
id25207,0.873812,0.09164,0.0345781
id03831,0.85499,0.135714,0.00932585
id05371,0.74717,0.205238,0.0476226
id07405,0.0890354,0.875926,0.035069
id25960,0.0969153,0.820089,0.0830253
id18497,0.145073,0.151259,0.703699
id24478,0.990446,0.00436962,0.00521485
id12431,0.21006,0.711587,0.0783834
id24080,0.0712662,0.0500705,0.878693
id11862,0.179873,0.064211,0.755946
id04798,0.858963,0.0077162,0.13335
id22638,0.0475126,0.909369,0.0431488
id16105,0.320807,0.350675,0.328548
id05863,0.0856263,0.09946,0.814944
id11466,0.98543,0.00667822,0.00792184
id06091,0.565835,0.0509951,0.3832
id04214,0.0313153,0.904313,0.0644014
id21197,0.419486,0.337363,0.243181
id06479,0.042232,0.02694,0.930858
id21801,0.81658,0.0131598,0.17029
id00540,0.935036,0.0414347,0.0235592
id07102,0.561893,0.277203,0.160934
id12012,0.00396325,0.00073513,0.995332
id17850,0.269824,0.014998,0.715208
id12708,0.797968,0.00901833,0.193044
id09277,0.113871,0.0120213,0.874138
id11482,0.29668,0.585751,0.1176
id15327,0.299538,0.439922,0.26057
id17561,0.125233,0.765108,0.109689
id21966,0.773465,0.000632198,0.225933
id05742,0.974261,0.0118099,0.0139596
id21441,0.841222,0.141044,0.0177641
id10819,0.31862,0.628138,0.0532721
id00018,0.893673,0.0712033,0.035154
id17038,0.43907,0.52335,0.0376103
id14680,0.182722,0.759256,0.0580519
id17760,0.0674349,0.329071,0.603524
id14436,0.0360793,0.963715,0.000235511
id17180,0.113578,0.00133628,0.885115
id19132,0.320812,0.57052,0.108698
id17497,2.20405e-05,0.999892,0.000115617
id26284,0.285167,0.111167,0.603696
id04340,0.0162208,0.97192,0.0118891
id06427,0.214926,0.649649,0.135455
id08340,0.191523,0.210008,0.598499
id07167,0.193338,0.703628,0.103064
id02218,0.694412,0.0319479,0.27367
id18406,0.734376,0.249743,0.0159114
id22134,0.622289,0.241305,0.136436
id04983,0.248003,0.253466,0.498561
id17767,0.894059,0.0935336,0.0124371
id15131,0.0198633,0.919023,0.0611434
id11132,0.852368,0.0546676,0.0929947
id10054,0.108002,0.717431,0.174597
id03797,0.096403,0.078484,0.825143
id17143,0.508775,0.0779875,0.413267
id19078,0.140164,0.049175,0.810691
id04919,0.968713,0.0013676,0.0299492
id03272,0.0802431,0.393801,0.525986
id15047,0.0117543,0.0147064,0.973569
id23727,0.96537,0.0111074,0.0235524
id07221,0.873982,0.076452,0.0495963
id13974,0.00124973,0.996367,0.00241301
id24050,0.779254,0.150563,0.0702128
id18119,0.769932,0.0303725,0.199725
id05205,0.749998,0.0904558,0.159576
id05233,0.548568,0.434672,0.0167899
id23556,0.744494,0.0272483,0.228288
id06323,0.721459,0.10687,0.171701
id27903,0.00727579,0.0604051,0.932349
id15164,0.84425,0.07935,0.0764304
id14714,0.00676295,0.956696,0.0365708
id11585,0.0164149,0.956992,0.0266228
id09119,0.958203,0.0258451,0.015982
id03135,0.438095,0.517292,0.0446428
id23385,0.90637,0.0190086,0.0746518
id18219,0.98511,0.00055256,0.0143676
id17596,0.0971262,0.885473,0.0174304
id12235,0.0353763,0.0159403,0.948713
id15394,0.577221,0.211454,0.211354
id07727,0.986011,0.00477648,0.00924293
id02748,0.961963,0.0221916,0.0158753
id14913,0.0206904,0.0940441,0.885296
id05257,0.650111,0.0566809,0.293238
id23759,0.168532,0.43633,0.395168
id08726,0.912088,0.0621154,0.0258266
id24493,0.992095,0.00436907,0.00356552
id19945,0.643523,0.277934,0.0785727
id27893,0.694458,0.0786584,0.226913
id04975,0.133457,0.0181005,0.848472
id14722,0.831906,0.154043,0.0140814
id10320,0.0348841,0.604513,0.360633
id09619,0.0127154,0.932493,0.0548219
id07480,0.409195,0.548891,0.0419436
id00342,0.059308,0.818661,0.122061
id08611,0.686639,0.240289,0.0731026
id24284,0.23166,0.0188061,0.749564
id20491,0.261809,0.15329,0.584931
id18337,0.149246,0.0229954,0.827789
id04781,0.839983,0.00487822,0.155168
id11067,0.916712,0.0157357,0.067582
id19402,0.667377,0.193589,0.139064
id20009,0.090802,0.0156147,0.893613
id08535,0.093992,0.133103,0.772935
id07495,0.0816351,0.0190312,0.899364
id06262,0.00378484,0.00430842,0.991937
id10898,0.165607,0.130851,0.703573
id17778,0.0407775,0.943011,0.016242
id07210,0.452395,0.345919,0.201717
id04367,0.0451699,0.226706,0.728154
id27713,0.118272,0.117404,0.764354
id15428,0.27674,0.447683,0.275607
id25427,0.542898,0.0345927,0.422539
id09789,0.350159,1.15777e-05,0.649859
id07658,0.715769,0.181818,0.102443
id25453,0.0485226,0.617365,0.334142
id24495,0.94919,0.0113321,0.0395079
id03270,0.201506,0.718607,0.0799173
id11879,0.444972,0.198653,0.356405
